state,art_form,tourist_visits,month,year,region,funding_received,latitude,longitude
Lakshadweep,Coral Craft,64586,11,2021,South,46438,10.5667,72.6417
Andhra Pradesh,Kuchipudi,71063,12,2021,South,119966,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,35527,12,2021,Northeast,39402,28.218,94.7278
Assam,Bihu Dance,54362,12,2021,Northeast,28604,26.2006,92.9376
Bihar,Madhubani Painting,30187,12,2021,East,48637,25.0961,85.3131
Chhattisgarh,Panthi Dance,94146,12,2021,Central,52547,21.2787,81.8661
Goa,Fugdi Dance,93734,12,2021,West,100546,15.2993,74.124
Gujarat,Rogan Art,108771,12,2021,West,142369,22.2587,71.1924
Haryana,Embroidery Craft,93404,12,2021,North,173254,29.0588,76.0856
Himachal Pradesh,Kangra Painting,199603,12,2021,North,142695,31.1048,77.1734
Jharkhand,Chhau Dance,72088,12,2021,East,176573,23.6102,85.2799
Karnataka,Yakshagana,121506,12,2021,South,111993,15.3173,75.7139
Kerala,Kathakali,164413,12,2021,South,301928,10.8505,76.2711
Madhya Pradesh,Bagh Print,83549,12,2021,Central,124133,23.4733,77.947
Maharashtra,Paithani Sarees,156425,12,2021,West,117295,19.7515,75.7139
Manipur,Manipuri Dance,22490,12,2021,Northeast,31925,24.6637,93.9063
Meghalaya,Garo Wangala Dance,27536,12,2021,Northeast,29835,25.467,91.3662
Mizoram,Puanchei Textiles,25085,12,2021,Northeast,48742,23.1645,92.9376
Nagaland,Hornbill Festival Dances,27375,12,2021,Northeast,29791,26.1584,94.5624
Odisha,Odissi Dance,138396,12,2021,East,104801,20.9517,85.0985
Punjab,Phulkari Embroidery,109525,12,2021,North,118483,31.1471,75.3412
Rajasthan,Ghoomar Dance,81461,12,2021,North,147135,27.0238,74.2179
Sikkim,Thangka Painting,32432,12,2021,Northeast,48893,27.533,88.5122
Tamil Nadu,Stone Carving,135847,12,2021,South,87276,11.1271,78.6569
Telangana,Perini Shivatandavam,127628,12,2021,South,266787,18.1124,79.0193
Tripura,Bamboo Craft,40734,12,2021,Northeast,61794,23.9408,91.9882
Uttar Pradesh,Chikankari,127063,12,2021,North,95512,26.8467,80.9462
Uttarakhand,Choliya Dance,120288,12,2021,North,128842,30.0668,79.0193
West Bengal,Patachitra,144540,12,2021,East,169263,22.9868,87.855
Delhi,Kathak Dance,98564,12,2021,North,62414,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,124370,12,2021,North,80355,33.7782,76.5762
Lakshadweep,Parichakali,107243,12,2021,South,45427,10.5667,72.6417
Andhra Pradesh,Kalamkari,111092,1,2022,South,138574,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,63197,1,2022,Northeast,45308,28.218,94.7278
Assam,Bihu Dance,43180,1,2022,Northeast,79355,26.2006,92.9376
Bihar,Sujni Embroidery,89238,1,2022,East,65646,25.0961,85.3131
Chhattisgarh,Panthi Dance,29882,1,2022,Central,54102,21.2787,81.8661
Goa,Dekni Dance,125892,1,2022,West,93359,15.2993,74.124
Gujarat,Garba,227437,1,2022,West,342039,22.2587,71.1924
Haryana,Phag Dance,61823,1,2022,North,80100,29.0588,76.0856
Himachal Pradesh,Kangra Painting,106917,1,2022,North,124422,31.1048,77.1734
Jharkhand,Chhau Dance,49809,1,2022,East,45604,23.6102,85.2799
Karnataka,Yakshagana,92872,1,2022,South,154298,15.3173,75.7139
Kerala,Mohiniyattam,166850,1,2022,South,119234,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,144416,1,2022,Central,86534,23.4733,77.947
Maharashtra,Warli Painting,118272,1,2022,West,86594,19.7515,75.7139
Manipur,Longpi Pottery,41143,1,2022,Northeast,44277,24.6637,93.9063
Meghalaya,Bamboo Craft,47105,1,2022,Northeast,29504,25.467,91.3662
Mizoram,Mizo Bamboo Dance,22292,1,2022,Northeast,14773,23.1645,92.9376
Nagaland,Hornbill Festival Dances,48511,1,2022,Northeast,58780,26.1584,94.5624
Odisha,Applique Work,71392,1,2022,East,79463,20.9517,85.0985
Punjab,Phulkari Embroidery,64094,1,2022,North,32617,31.1471,75.3412
Rajasthan,Miniature Painting,114626,1,2022,North,89243,27.0238,74.2179
Sikkim,Thangka Painting,33709,1,2022,Northeast,55438,27.533,88.5122
Tamil Nadu,Stone Carving,122085,1,2022,South,158889,11.1271,78.6569
Telangana,Nirmal Paintings,254635,1,2022,South,415004,18.1124,79.0193
Tripura,Risa Textile Weaving,40386,1,2022,Northeast,44341,23.9408,91.9882
Uttar Pradesh,Chikankari,121351,1,2022,North,185166,26.8467,80.9462
Uttarakhand,Ringal Craft,77036,1,2022,North,169442,30.0668,79.0193
West Bengal,Kantha Stitch,43173,1,2022,East,74185,22.9868,87.855
Delhi,Kathak Dance,136627,1,2022,North,283950,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,120106,1,2022,North,227192,33.7782,76.5762
Lakshadweep,Coral Craft,115379,1,2022,South,86416,10.5667,72.6417
Andhra Pradesh,Kuchipudi,135260,2,2022,South,179672,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,45969,2,2022,Northeast,42742,28.218,94.7278
Assam,Bihu Dance,34415,2,2022,Northeast,22971,26.2006,92.9376
Bihar,Madhubani Painting,96368,2,2022,East,163829,25.0961,85.3131
Chhattisgarh,Panthi Dance,54229,2,2022,Central,35468,21.2787,81.8661
Goa,Goan Lacework,146948,2,2022,West,152638,15.2993,74.124
Gujarat,Garba,118948,2,2022,West,158539,22.2587,71.1924
Haryana,Charpai Weaving,45689,2,2022,North,36928,29.0588,76.0856
Himachal Pradesh,Kangra Painting,88909,2,2022,North,134332,31.1048,77.1734
Jharkhand,Dokra Metal Craft,45135,2,2022,East,53295,23.6102,85.2799
Karnataka,Yakshagana,110240,2,2022,South,72793,15.3173,75.7139
Kerala,Kathakali,310930,2,2022,South,412014,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,127230,2,2022,Central,167672,23.4733,77.947
Maharashtra,Warli Painting,175489,2,2022,West,308091,19.7515,75.7139
Manipur,Manipuri Dance,53179,2,2022,Northeast,29128,24.6637,93.9063
Meghalaya,Bamboo Craft,45004,2,2022,Northeast,25344,25.467,91.3662
Mizoram,Cheraw Dance,31437,2,2022,Northeast,52391,23.1645,92.9376
Nagaland,Naga Shawl Weaving,31587,2,2022,Northeast,59453,26.1584,94.5624
Odisha,Odissi Dance,148076,2,2022,East,232053,20.9517,85.0985
Punjab,Jutti Making,38651,2,2022,North,56449,31.1471,75.3412
Rajasthan,Ghoomar Dance,72160,2,2022,North,62058,27.0238,74.2179
Sikkim,Mask Dance,46574,2,2022,Northeast,71700,27.533,88.5122
Tamil Nadu,Bharatanatyam,165517,2,2022,South,146359,11.1271,78.6569
Telangana,Perini Shivatandavam,129376,2,2022,South,219077,18.1124,79.0193
Tripura,Risa Textile Weaving,69906,2,2022,Northeast,85715,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,136080,2,2022,North,81625,26.8467,80.9462
Uttarakhand,Ringal Craft,66519,2,2022,North,98064,30.0668,79.0193
West Bengal,Durga Puja Art,107585,2,2022,East,186965,22.9868,87.855
Delhi,Meenakari Craft,62859,2,2022,North,134108,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,66414,2,2022,North,100217,33.7782,76.5762
Lakshadweep,Parichakali,134835,2,2022,South,187048,10.5667,72.6417
Andhra Pradesh,Kalamkari,77458,3,2022,South,125481,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,48321,3,2022,Northeast,21832,28.218,94.7278
Assam,Sattriya Dance,79894,3,2022,Northeast,117295,26.2006,92.9376
Bihar,Sujni Embroidery,20465,3,2022,East,37464,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,54294,3,2022,Central,74141,21.2787,81.8661
Goa,Goan Lacework,86482,3,2022,West,82954,15.2993,74.124
Gujarat,Garba,207034,3,2022,West,142732,22.2587,71.1924
Haryana,Charpai Weaving,73032,3,2022,North,129173,29.0588,76.0856
Himachal Pradesh,Kangra Painting,153585,3,2022,North,179103,31.1048,77.1734
Jharkhand,Dokra Metal Craft,51061,3,2022,East,50713,23.6102,85.2799
Karnataka,Bidri Ware,88246,3,2022,South,157136,15.3173,75.7139
Kerala,Aranmula Kannadi,107415,3,2022,South,158035,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,41927,3,2022,Central,89300,23.4733,77.947
Maharashtra,Warli Painting,99507,3,2022,West,113613,19.7515,75.7139
Manipur,Phanek Weaving,46387,3,2022,Northeast,111071,24.6637,93.9063
Meghalaya,Garo Wangala Dance,46379,3,2022,Northeast,82215,25.467,91.3662
Mizoram,Puanchei Textiles,55600,3,2022,Northeast,66287,23.1645,92.9376
Nagaland,Hornbill Festival Dances,31726,3,2022,Northeast,63063,26.1584,94.5624
Odisha,Pattachitra,28296,3,2022,East,65287,20.9517,85.0985
Punjab,Bhangra,45334,3,2022,North,67020,31.1471,75.3412
Rajasthan,Blue Pottery,238011,3,2022,North,194467,27.0238,74.2179
Sikkim,Thangka Painting,98708,3,2022,Northeast,139025,27.533,88.5122
Tamil Nadu,Tanjore Painting,174367,3,2022,South,281771,11.1271,78.6569
Telangana,Perini Shivatandavam,42351,3,2022,South,34534,18.1124,79.0193
Tripura,Risa Textile Weaving,50105,3,2022,Northeast,25444,23.9408,91.9882
Uttar Pradesh,Chikankari,164480,3,2022,North,162899,26.8467,80.9462
Uttarakhand,Aipan Art,39807,3,2022,North,29496,30.0668,79.0193
West Bengal,Kantha Stitch,95003,3,2022,East,70183,22.9868,87.855
Delhi,Kathak Dance,94844,3,2022,North,161549,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,71076,3,2022,North,106977,33.7782,76.5762
Lakshadweep,Parichakali,128638,3,2022,South,93171,10.5667,72.6417
Andhra Pradesh,Kalamkari,55475,4,2022,South,40194,15.9129,79.74
Arunachal Pradesh,Monpa Mask,53660,4,2022,Northeast,66530,28.218,94.7278
Assam,Sattriya Dance,78828,4,2022,Northeast,91062,26.2006,92.9376
Bihar,Sujni Embroidery,41173,4,2022,East,48209,25.0961,85.3131
Chhattisgarh,Panthi Dance,48081,4,2022,Central,30396,21.2787,81.8661
Goa,Fugdi Dance,110589,4,2022,West,175183,15.2993,74.124
Gujarat,Patola Weaving,57251,4,2022,West,83930,22.2587,71.1924
Haryana,Embroidery Craft,73557,4,2022,North,74296,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,60492,4,2022,North,104213,31.1048,77.1734
Jharkhand,Chhau Dance,59797,4,2022,East,54691,23.6102,85.2799
Karnataka,Mysore Painting,114614,4,2022,South,116929,15.3173,75.7139
Kerala,Aranmula Kannadi,115788,4,2022,South,187196,10.8505,76.2711
Madhya Pradesh,Bagh Print,68335,4,2022,Central,86655,23.4733,77.947
Maharashtra,Warli Painting,111019,4,2022,West,139317,19.7515,75.7139
Manipur,Phanek Weaving,85028,4,2022,Northeast,127260,24.6637,93.9063
Meghalaya,Garo Wangala Dance,98705,4,2022,Northeast,74275,25.467,91.3662
Mizoram,Cheraw Dance,57131,4,2022,Northeast,94307,23.1645,92.9376
Nagaland,Hornbill Festival Dances,66375,4,2022,Northeast,108390,26.1584,94.5624
Odisha,Pattachitra,39330,4,2022,East,54147,20.9517,85.0985
Punjab,Phulkari Embroidery,69377,4,2022,North,143393,31.1471,75.3412
Rajasthan,Ghoomar Dance,203730,4,2022,North,113156,27.0238,74.2179
Sikkim,Thangka Painting,48655,4,2022,Northeast,43871,27.533,88.5122
Tamil Nadu,Tanjore Painting,100261,4,2022,South,66859,11.1271,78.6569
Telangana,Nirmal Paintings,120942,4,2022,South,90373,18.1124,79.0193
Tripura,Bamboo Craft,100493,4,2022,Northeast,95074,23.9408,91.9882
Uttar Pradesh,Kathak Dance,60462,4,2022,North,66324,26.8467,80.9462
Uttarakhand,Aipan Art,74151,4,2022,North,120241,30.0668,79.0193
West Bengal,Patachitra,130239,4,2022,East,212270,22.9868,87.855
Delhi,Kathak Dance,134062,4,2022,North,136667,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,78358,4,2022,North,84815,33.7782,76.5762
Lakshadweep,Shell Craft,79140,4,2022,South,74432,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,74199,5,2022,South,64156,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,154472,5,2022,Northeast,85064,28.218,94.7278
Assam,Bihu Dance,100692,5,2022,Northeast,104607,26.2006,92.9376
Bihar,Madhubani Painting,46502,5,2022,East,61598,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,36536,5,2022,Central,38514,21.2787,81.8661
Goa,Goan Lacework,92915,5,2022,West,137548,15.2993,74.124
Gujarat,Patola Weaving,60497,5,2022,West,72411,22.2587,71.1924
Haryana,Charpai Weaving,88394,5,2022,North,117338,29.0588,76.0856
Himachal Pradesh,Kangra Painting,77077,5,2022,North,110339,31.1048,77.1734
Jharkhand,Dokra Metal Craft,65879,5,2022,East,83580,23.6102,85.2799
Karnataka,Yakshagana,101349,5,2022,South,94413,15.3173,75.7139
Kerala,Kathakali,118779,5,2022,South,128714,10.8505,76.2711
Madhya Pradesh,Gond Art,36341,5,2022,Central,25782,23.4733,77.947
Maharashtra,Paithani Sarees,26963,5,2022,West,49345,19.7515,75.7139
Manipur,Phanek Weaving,76689,5,2022,Northeast,85206,24.6637,93.9063
Meghalaya,Bamboo Craft,60593,5,2022,Northeast,50427,25.467,91.3662
Mizoram,Cheraw Dance,80754,5,2022,Northeast,187972,23.1645,92.9376
Nagaland,Naga Shawl Weaving,102268,5,2022,Northeast,176436,26.1584,94.5624
Odisha,Pattachitra,64008,5,2022,East,29496,20.9517,85.0985
Punjab,Jutti Making,222537,5,2022,North,153358,31.1471,75.3412
Rajasthan,Blue Pottery,177694,5,2022,North,154935,27.0238,74.2179
Sikkim,Carpet Weaving,79956,5,2022,Northeast,45365,27.533,88.5122
Tamil Nadu,Stone Carving,153200,5,2022,South,217666,11.1271,78.6569
Telangana,Bidri Craft,91728,5,2022,South,111181,18.1124,79.0193
Tripura,Bamboo Craft,46606,5,2022,Northeast,42018,23.9408,91.9882
Uttar Pradesh,Chikankari,77922,5,2022,North,62900,26.8467,80.9462
Uttarakhand,Ringal Craft,111756,5,2022,North,155516,30.0668,79.0193
West Bengal,Durga Puja Art,138377,5,2022,East,92586,22.9868,87.855
Delhi,Kathak Dance,168624,5,2022,North,315547,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,152096,5,2022,North,64348,33.7782,76.5762
Lakshadweep,Parichakali,72696,5,2022,South,146916,10.5667,72.6417
Andhra Pradesh,Kuchipudi,34376,6,2022,South,68986,15.9129,79.74
Arunachal Pradesh,Monpa Mask,58222,6,2022,Northeast,88084,28.218,94.7278
Assam,Assam Silk Weaving,180086,6,2022,Northeast,182732,26.2006,92.9376
Bihar,Madhubani Painting,47775,6,2022,East,101633,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,38305,6,2022,Central,36964,21.2787,81.8661
Goa,Dekni Dance,103918,6,2022,West,188654,15.2993,74.124
Gujarat,Garba,84486,6,2022,West,65532,22.2587,71.1924
Haryana,Charpai Weaving,46733,6,2022,North,69123,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,126081,6,2022,North,210448,31.1048,77.1734
Jharkhand,Sohrai Painting,35469,6,2022,East,75183,23.6102,85.2799
Karnataka,Bidri Ware,68159,6,2022,South,36835,15.3173,75.7139
Kerala,Kathakali,29779,6,2022,South,16978,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,27820,6,2022,Central,32368,23.4733,77.947
Maharashtra,Warli Painting,75703,6,2022,West,118881,19.7515,75.7139
Manipur,Longpi Pottery,114720,6,2022,Northeast,95706,24.6637,93.9063
Meghalaya,Nongkrem Dance,88448,6,2022,Northeast,130631,25.467,91.3662
Mizoram,Cheraw Dance,89763,6,2022,Northeast,91754,23.1645,92.9376
Nagaland,Wood Carving,63061,6,2022,Northeast,75873,26.1584,94.5624
Odisha,Pattachitra,44432,6,2022,East,31114,20.9517,85.0985
Punjab,Bhangra,89212,6,2022,North,135878,31.1471,75.3412
Rajasthan,Blue Pottery,149917,6,2022,North,70872,27.0238,74.2179
Sikkim,Thangka Painting,121870,6,2022,Northeast,142320,27.533,88.5122
Tamil Nadu,Tanjore Painting,51845,6,2022,South,62244,11.1271,78.6569
Telangana,Nirmal Paintings,41662,6,2022,South,48519,18.1124,79.0193
Tripura,Risa Textile Weaving,39377,6,2022,Northeast,70250,23.9408,91.9882
Uttar Pradesh,Chikankari,128072,6,2022,North,91793,26.8467,80.9462
Uttarakhand,Ringal Craft,96036,6,2022,North,210779,30.0668,79.0193
West Bengal,Durga Puja Art,71066,6,2022,East,49547,22.9868,87.855
Delhi,Kathak Dance,194331,6,2022,North,164288,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,117392,6,2022,North,176112,33.7782,76.5762
Lakshadweep,Parichakali,48605,6,2022,South,72803,10.5667,72.6417
Andhra Pradesh,Kuchipudi,65788,7,2022,South,128695,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,40280,7,2022,Northeast,26064,28.218,94.7278
Assam,Sattriya Dance,78991,7,2022,Northeast,175773,26.2006,92.9376
Bihar,Madhubani Painting,46353,7,2022,East,60621,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,40539,7,2022,Central,40311,21.2787,81.8661
Goa,Goan Lacework,92131,7,2022,West,77957,15.2993,74.124
Gujarat,Garba,63240,7,2022,West,62793,22.2587,71.1924
Haryana,Embroidery Craft,53679,7,2022,North,34982,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,78365,7,2022,North,111501,31.1048,77.1734
Jharkhand,Chhau Dance,73588,7,2022,East,43697,23.6102,85.2799
Karnataka,Bidri Ware,83041,7,2022,South,95706,15.3173,75.7139
Kerala,Mohiniyattam,127689,7,2022,South,45735,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,41470,7,2022,Central,72962,23.4733,77.947
Maharashtra,Paithani Sarees,96432,7,2022,West,66552,19.7515,75.7139
Manipur,Manipuri Dance,55667,7,2022,Northeast,86168,24.6637,93.9063
Meghalaya,Nongkrem Dance,70876,7,2022,Northeast,83971,25.467,91.3662
Mizoram,Cheraw Dance,64089,7,2022,Northeast,67788,23.1645,92.9376
Nagaland,Hornbill Festival Dances,80628,7,2022,Northeast,84448,26.1584,94.5624
Odisha,Applique Work,94531,7,2022,East,123188,20.9517,85.0985
Punjab,Jutti Making,51148,7,2022,North,55594,31.1471,75.3412
Rajasthan,Miniature Painting,65444,7,2022,North,111572,27.0238,74.2179
Sikkim,Carpet Weaving,80201,7,2022,Northeast,102355,27.533,88.5122
Tamil Nadu,Stone Carving,87146,7,2022,South,37271,11.1271,78.6569
Telangana,Perini Shivatandavam,58697,7,2022,South,80604,18.1124,79.0193
Tripura,Bamboo Craft,40016,7,2022,Northeast,89129,23.9408,91.9882
Uttar Pradesh,Chikankari,135424,7,2022,North,97046,26.8467,80.9462
Uttarakhand,Choliya Dance,56954,7,2022,North,92066,30.0668,79.0193
West Bengal,Patachitra,101166,7,2022,East,95023,22.9868,87.855
Delhi,Meenakari Craft,91612,7,2022,North,105835,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,71821,7,2022,North,128591,33.7782,76.5762
Lakshadweep,Lava Dance,118781,7,2022,South,106229,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,130669,8,2022,South,190666,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,52076,8,2022,Northeast,83849,28.218,94.7278
Assam,Bihu Dance,66534,8,2022,Northeast,86667,26.2006,92.9376
Bihar,Sujni Embroidery,64765,8,2022,East,46563,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,35540,8,2022,Central,21978,21.2787,81.8661
Goa,Fugdi Dance,152732,8,2022,West,159055,15.2993,74.124
Gujarat,Rogan Art,162106,8,2022,West,138840,22.2587,71.1924
Haryana,Charpai Weaving,31143,8,2022,North,43694,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,83325,8,2022,North,181390,31.1048,77.1734
Jharkhand,Sohrai Painting,55755,8,2022,East,51616,23.6102,85.2799
Karnataka,Yakshagana,131586,8,2022,South,328070,15.3173,75.7139
Kerala,Mohiniyattam,96182,8,2022,South,143536,10.8505,76.2711
Madhya Pradesh,Bagh Print,39688,8,2022,Central,70258,23.4733,77.947
Maharashtra,Lavani Dance,113735,8,2022,West,91782,19.7515,75.7139
Manipur,Manipuri Dance,56368,8,2022,Northeast,44429,24.6637,93.9063
Meghalaya,Nongkrem Dance,51196,8,2022,Northeast,45128,25.467,91.3662
Mizoram,Cheraw Dance,38533,8,2022,Northeast,63400,23.1645,92.9376
Nagaland,Hornbill Festival Dances,59818,8,2022,Northeast,33057,26.1584,94.5624
Odisha,Pattachitra,135035,8,2022,East,213664,20.9517,85.0985
Punjab,Jutti Making,64307,8,2022,North,57663,31.1471,75.3412
Rajasthan,Blue Pottery,59396,8,2022,North,39113,27.0238,74.2179
Sikkim,Thangka Painting,46703,8,2022,Northeast,65552,27.533,88.5122
Tamil Nadu,Tanjore Painting,189103,8,2022,South,101388,11.1271,78.6569
Telangana,Bidri Craft,119145,8,2022,South,96062,18.1124,79.0193
Tripura,Bamboo Craft,60761,8,2022,Northeast,49126,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,107377,8,2022,North,223543,26.8467,80.9462
Uttarakhand,Aipan Art,56329,8,2022,North,47071,30.0668,79.0193
West Bengal,Patachitra,96272,8,2022,East,120354,22.9868,87.855
Delhi,Zardozi Work,69163,8,2022,North,85154,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,66050,8,2022,North,83073,33.7782,76.5762
Lakshadweep,Parichakali,109445,8,2022,South,129204,10.5667,72.6417
Andhra Pradesh,Kuchipudi,79292,9,2022,South,72031,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,45377,9,2022,Northeast,43910,28.218,94.7278
Assam,Assam Silk Weaving,49412,9,2022,Northeast,29212,26.2006,92.9376
Bihar,Manjusha Art,75169,9,2022,East,171652,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,57929,9,2022,Central,80561,21.2787,81.8661
Goa,Goan Lacework,296553,9,2022,West,231000,15.2993,74.124
Gujarat,Rogan Art,173483,9,2022,West,183983,22.2587,71.1924
Haryana,Phag Dance,83340,9,2022,North,152195,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,36212,9,2022,North,37182,31.1048,77.1734
Jharkhand,Dokra Metal Craft,61071,9,2022,East,56780,23.6102,85.2799
Karnataka,Mysore Painting,157274,9,2022,South,137988,15.3173,75.7139
Kerala,Aranmula Kannadi,144260,9,2022,South,118573,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,185558,9,2022,Central,189231,23.4733,77.947
Maharashtra,Paithani Sarees,83154,9,2022,West,159517,19.7515,75.7139
Manipur,Phanek Weaving,89531,9,2022,Northeast,170767,24.6637,93.9063
Meghalaya,Nongkrem Dance,60482,9,2022,Northeast,64010,25.467,91.3662
Mizoram,Cheraw Dance,51874,9,2022,Northeast,63619,23.1645,92.9376
Nagaland,Naga Shawl Weaving,46976,9,2022,Northeast,80066,26.1584,94.5624
Odisha,Applique Work,157735,9,2022,East,310268,20.9517,85.0985
Punjab,Phulkari Embroidery,34843,9,2022,North,30368,31.1471,75.3412
Rajasthan,Miniature Painting,99256,9,2022,North,118341,27.0238,74.2179
Sikkim,Thangka Painting,84083,9,2022,Northeast,79792,27.533,88.5122
Tamil Nadu,Tanjore Painting,174871,9,2022,South,165283,11.1271,78.6569
Telangana,Nirmal Paintings,90016,9,2022,South,157362,18.1124,79.0193
Tripura,Bamboo Craft,49861,9,2022,Northeast,91787,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,76158,9,2022,North,77556,26.8467,80.9462
Uttarakhand,Choliya Dance,101309,9,2022,North,104487,30.0668,79.0193
West Bengal,Kantha Stitch,165576,9,2022,East,170077,22.9868,87.855
Delhi,Kathak Dance,138875,9,2022,North,146198,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,67256,9,2022,North,41283,33.7782,76.5762
Lakshadweep,Coral Craft,104660,9,2022,South,137812,10.5667,72.6417
Andhra Pradesh,Kuchipudi,156645,10,2022,South,150443,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,59569,10,2022,Northeast,88085,28.218,94.7278
Assam,Assam Silk Weaving,78561,10,2022,Northeast,131568,26.2006,92.9376
Bihar,Madhubani Painting,58806,10,2022,East,85942,25.0961,85.3131
Chhattisgarh,Panthi Dance,64974,10,2022,Central,66607,21.2787,81.8661
Goa,Goan Lacework,116375,10,2022,West,69470,15.2993,74.124
Gujarat,Rogan Art,147856,10,2022,West,141717,22.2587,71.1924
Haryana,Phag Dance,66208,10,2022,North,94389,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,68142,10,2022,North,58700,31.1048,77.1734
Jharkhand,Sohrai Painting,78804,10,2022,East,69628,23.6102,85.2799
Karnataka,Bidri Ware,192900,10,2022,South,182181,15.3173,75.7139
Kerala,Mohiniyattam,205242,10,2022,South,137264,10.8505,76.2711
Madhya Pradesh,Gond Art,108505,10,2022,Central,135056,23.4733,77.947
Maharashtra,Lavani Dance,199706,10,2022,West,129829,19.7515,75.7139
Manipur,Manipuri Dance,40309,10,2022,Northeast,26402,24.6637,93.9063
Meghalaya,Garo Wangala Dance,101993,10,2022,Northeast,142817,25.467,91.3662
Mizoram,Mizo Bamboo Dance,46413,10,2022,Northeast,36820,23.1645,92.9376
Nagaland,Wood Carving,46509,10,2022,Northeast,57987,26.1584,94.5624
Odisha,Pattachitra,113910,10,2022,East,86310,20.9517,85.0985
Punjab,Phulkari Embroidery,54166,10,2022,North,150227,31.1471,75.3412
Rajasthan,Blue Pottery,116801,10,2022,North,247844,27.0238,74.2179
Sikkim,Thangka Painting,107803,10,2022,Northeast,162339,27.533,88.5122
Tamil Nadu,Bharatanatyam,207919,10,2022,South,251481,11.1271,78.6569
Telangana,Nirmal Paintings,188495,10,2022,South,229310,18.1124,79.0193
Tripura,Hojagiri Dance,85019,10,2022,Northeast,188298,23.9408,91.9882
Uttar Pradesh,Kathak Dance,166333,10,2022,North,325909,26.8467,80.9462
Uttarakhand,Aipan Art,87610,10,2022,North,147667,30.0668,79.0193
West Bengal,Kantha Stitch,189330,10,2022,East,282469,22.9868,87.855
Delhi,Kathak Dance,121838,10,2022,North,287607,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,99936,10,2022,North,146214,33.7782,76.5762
Lakshadweep,Parichakali,158631,10,2022,South,258946,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,156269,11,2022,South,301754,15.9129,79.74
Arunachal Pradesh,Monpa Mask,59353,11,2022,Northeast,67178,28.218,94.7278
Assam,Bihu Dance,101528,11,2022,Northeast,105878,26.2006,92.9376
Bihar,Manjusha Art,63651,11,2022,East,76779,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,170116,11,2022,Central,114325,21.2787,81.8661
Goa,Dekni Dance,166810,11,2022,West,99041,15.2993,74.124
Gujarat,Patola Weaving,107509,11,2022,West,147328,22.2587,71.1924
Haryana,Charpai Weaving,109503,11,2022,North,205258,29.0588,76.0856
Himachal Pradesh,Kangra Painting,126634,11,2022,North,140059,31.1048,77.1734
Jharkhand,Chhau Dance,189316,11,2022,East,229155,23.6102,85.2799
Karnataka,Bidri Ware,110397,11,2022,South,56330,15.3173,75.7139
Kerala,Aranmula Kannadi,120247,11,2022,South,249582,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,147556,11,2022,Central,156394,23.4733,77.947
Maharashtra,Warli Painting,117934,11,2022,West,156092,19.7515,75.7139
Manipur,Longpi Pottery,85479,11,2022,Northeast,56171,24.6637,93.9063
