state,art_form,tourist_visits,month,year,region,funding_received,latitude,longitude
Tamil Nadu,Tanjore Painting,191661,12,2021,South,225956,11.1271,78.6569
Telangana,Bidri Craft,112253,12,2021,South,201541,18.1124,79.0193
Tripura,Bamboo Craft,49383,12,2021,Northeast,40742,23.9408,91.9882
Uttar Pradesh,Kathak Dance,107905,12,2021,North,237363,26.8467,80.9462
Uttarakhand,Aipan Art,150171,12,2021,North,184113,30.0668,79.0193
West Bengal,Patachitra,106311,12,2021,East,156903,22.9868,87.855
Delhi,Meenakari Craft,135667,12,2021,North,146026,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,135836,12,2021,North,77007,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,234294,1,2022,South,279118,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,45632,1,2022,Northeast,77655,28.218,94.7278
Assam,Sattriya Dance,39744,1,2022,Northeast,29444,26.2006,92.9376
Bihar,Manjusha Art,91233,1,2022,East,98030,25.0961,85.3131
Chhattisgarh,Godna Art,45894,1,2022,Central,107386,21.2787,81.8661
Goa,Fugdi Dance,151489,1,2022,West,233391,15.2993,74.124
Gujarat,Rogan Art,97103,1,2022,West,163252,22.2587,71.1924
Haryana,Phag Dance,52089,1,2022,North,50942,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,63374,1,2022,North,43167,31.1048,77.1734
Jharkhand,Sohrai Painting,56703,1,2022,East,27884,23.6102,85.2799
Karnataka,Mysore Painting,141728,1,2022,South,74049,15.3173,75.7139
Kerala,Aranmula Kannadi,222820,1,2022,South,379564,10.8505,76.2711
Madhya Pradesh,Bagh Print,113106,1,2022,Central,172293,23.4733,77.947
Maharashtra,Paithani Sarees,159800,1,2022,West,268301,19.7515,75.7139
Manipur,Longpi Pottery,36093,1,2022,Northeast,69669,24.6637,93.9063
Meghalaya,Garo Wangala Dance,24780,1,2022,Northeast,42037,25.467,91.3662
Mizoram,Puanchei Textiles,23117,1,2022,Northeast,44471,23.1645,92.9376
Nagaland,Naga Shawl Weaving,30118,1,2022,Northeast,26366,26.1584,94.5624
Odisha,Applique Work,149942,1,2022,East,257034,20.9517,85.0985
Punjab,Phulkari Embroidery,53546,1,2022,North,64130,31.1471,75.3412
Rajasthan,Ghoomar Dance,85646,1,2022,North,46141,27.0238,74.2179
Sikkim,Carpet Weaving,46929,1,2022,Northeast,33348,27.533,88.5122
Tamil Nadu,Tanjore Painting,134078,1,2022,South,231821,11.1271,78.6569
Telangana,Bidri Craft,202641,1,2022,South,299681,18.1124,79.0193
Tripura,Hojagiri Dance,33004,1,2022,Northeast,58210,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,132593,1,2022,North,242329,26.8467,80.9462
Uttarakhand,Aipan Art,119576,1,2022,North,104310,30.0668,79.0193
West Bengal,Durga Puja Art,191008,1,2022,East,147788,22.9868,87.855
Delhi,Zardozi Work,93065,1,2022,North,76098,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,74747,1,2022,North,106956,33.7782,76.5762
Andhra Pradesh,Kuchipudi,89449,2,2022,South,160985,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,50996,2,2022,Northeast,49408,28.218,94.7278
Assam,Sattriya Dance,60482,2,2022,Northeast,78670,26.2006,92.9376
Bihar,Manjusha Art,61475,2,2022,East,109372,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,66361,2,2022,Central,87538,21.2787,81.8661
Goa,Goan Lacework,58831,2,2022,West,69108,15.2993,74.124
Gujarat,Rogan Art,53367,2,2022,West,112519,22.2587,71.1924
Haryana,Phag Dance,54299,2,2022,North,78343,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,91746,2,2022,North,115473,31.1048,77.1734
Jharkhand,Sohrai Painting,52847,2,2022,East,100174,23.6102,85.2799
Karnataka,Yakshagana,157473,2,2022,South,95954,15.3173,75.7139
Kerala,Kathakali,121189,2,2022,South,237244,10.8505,76.2711
Madhya Pradesh,Gond Art,70294,2,2022,Central,49685,23.4733,77.947
Maharashtra,Lavani Dance,104732,2,2022,West,81357,19.7515,75.7139
Manipur,Longpi Pottery,60411,2,2022,Northeast,117717,24.6637,93.9063
Meghalaya,Bamboo Craft,56362,2,2022,Northeast,53461,25.467,91.3662
Mizoram,Puanchei Textiles,19335,2,2022,Northeast,35985,23.1645,92.9376
Nagaland,Wood Carving,33311,2,2022,Northeast,66019,26.1584,94.5624
Odisha,Applique Work,113246,2,2022,East,134617,20.9517,85.0985
Punjab,Jutti Making,46326,2,2022,North,70929,31.1471,75.3412
Rajasthan,Blue Pottery,116254,2,2022,North,90876,27.0238,74.2179
Sikkim,Thangka Painting,87390,2,2022,Northeast,60440,27.533,88.5122
Tamil Nadu,Stone Carving,178878,2,2022,South,206234,11.1271,78.6569
Telangana,Bidri Craft,120994,2,2022,South,54946,18.1124,79.0193
Tripura,Hojagiri Dance,32630,2,2022,Northeast,44167,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,39207,2,2022,North,50378,26.8467,80.9462
Uttarakhand,Ringal Craft,101836,2,2022,North,60462,30.0668,79.0193
West Bengal,Durga Puja Art,117333,2,2022,East,152109,22.9868,87.855
Delhi,Zardozi Work,131829,2,2022,North,139132,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,87370,2,2022,North,72591,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,130977,3,2022,South,121224,15.9129,79.74
Arunachal Pradesh,Monpa Mask,47715,3,2022,Northeast,86849,28.218,94.7278
Assam,Sattriya Dance,110101,3,2022,Northeast,49730,26.2006,92.9376
Bihar,Sujni Embroidery,55958,3,2022,East,29005,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,37774,3,2022,Central,55825,21.2787,81.8661
Goa,Dekni Dance,116232,3,2022,West,205629,15.2993,74.124
Gujarat,Patola Weaving,121637,3,2022,West,114730,22.2587,71.1924
Haryana,Embroidery Craft,78778,3,2022,North,139236,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,114775,3,2022,North,199297,31.1048,77.1734
Jharkhand,Sohrai Painting,114953,3,2022,East,258878,23.6102,85.2799
Karnataka,Yakshagana,83951,3,2022,South,105106,15.3173,75.7139
Kerala,Aranmula Kannadi,154105,3,2022,South,172269,10.8505,76.2711
Madhya Pradesh,Gond Art,155007,3,2022,Central,189757,23.4733,77.947
Maharashtra,Warli Painting,99916,3,2022,West,86752,19.7515,75.7139
Manipur,Manipuri Dance,85397,3,2022,Northeast,150210,24.6637,93.9063
Meghalaya,Bamboo Craft,106918,3,2022,Northeast,183728,25.467,91.3662
Mizoram,Cheraw Dance,39223,3,2022,Northeast,39668,23.1645,92.9376
Nagaland,Wood Carving,41835,3,2022,Northeast,74620,26.1584,94.5624
Odisha,Applique Work,84749,3,2022,East,63533,20.9517,85.0985
Punjab,Bhangra,69800,3,2022,North,146491,31.1471,75.3412
Rajasthan,Miniature Painting,241841,3,2022,North,198327,27.0238,74.2179
Sikkim,Carpet Weaving,103573,3,2022,Northeast,177628,27.533,88.5122
Tamil Nadu,Stone Carving,108678,3,2022,South,53377,11.1271,78.6569
Telangana,Perini Shivatandavam,84891,3,2022,South,118800,18.1124,79.0193
Tripura,Hojagiri Dance,78578,3,2022,Northeast,112936,23.9408,91.9882
Uttar Pradesh,Kathak Dance,65633,3,2022,North,159350,26.8467,80.9462
Uttarakhand,Choliya Dance,51447,3,2022,North,62656,30.0668,79.0193
West Bengal,Patachitra,134825,3,2022,East,310559,22.9868,87.855
Delhi,Zardozi Work,137370,3,2022,North,163834,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,65066,3,2022,North,25961,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,55718,4,2022,South,46210,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,74812,4,2022,Northeast,110548,28.218,94.7278
Assam,Bihu Dance,84907,4,2022,Northeast,148085,26.2006,92.9376
Bihar,Sujni Embroidery,39873,4,2022,East,68518,25.0961,85.3131
Chhattisgarh,Godna Art,37220,4,2022,Central,14034,21.2787,81.8661
Goa,Fugdi Dance,56500,4,2022,West,60280,15.2993,74.124
Gujarat,Patola Weaving,46156,4,2022,West,76870,22.2587,71.1924
Haryana,Phag Dance,72561,4,2022,North,93796,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,103176,4,2022,North,133086,31.1048,77.1734
Jharkhand,Chhau Dance,68212,4,2022,East,95345,23.6102,85.2799
Karnataka,Bidri Ware,116118,4,2022,South,131489,15.3173,75.7139
Kerala,Aranmula Kannadi,157496,4,2022,South,182261,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,55639,4,2022,Central,83779,23.4733,77.947
Maharashtra,Warli Painting,77666,4,2022,West,142976,19.7515,75.7139
Manipur,Manipuri Dance,41958,4,2022,Northeast,72032,24.6637,93.9063
Meghalaya,Nongkrem Dance,56717,4,2022,Northeast,126119,25.467,91.3662
Mizoram,Mizo Bamboo Dance,23785,4,2022,Northeast,29360,23.1645,92.9376
Nagaland,Naga Shawl Weaving,67503,4,2022,Northeast,79737,26.1584,94.5624
Odisha,Odissi Dance,67121,4,2022,East,29434,20.9517,85.0985
Punjab,Jutti Making,84293,4,2022,North,59448,31.1471,75.3412
Rajasthan,Blue Pottery,202809,4,2022,North,108336,27.0238,74.2179
Sikkim,Carpet Weaving,105148,4,2022,Northeast,37751,27.533,88.5122
Tamil Nadu,Stone Carving,152219,4,2022,South,139134,11.1271,78.6569
Telangana,Nirmal Paintings,40164,4,2022,South,48414,18.1124,79.0193
Tripura,Hojagiri Dance,44045,4,2022,Northeast,66783,23.9408,91.9882
Uttar Pradesh,Kathak Dance,104607,4,2022,North,161426,26.8467,80.9462
Uttarakhand,Ringal Craft,93587,4,2022,North,126006,30.0668,79.0193
West Bengal,Durga Puja Art,166395,4,2022,East,193152,22.9868,87.855
Delhi,Kathak Dance,139388,4,2022,North,64021,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,109661,4,2022,North,109327,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,49037,5,2022,South,62805,15.9129,79.74
Arunachal Pradesh,Monpa Mask,132920,5,2022,Northeast,153665,28.218,94.7278
Assam,Assam Silk Weaving,179506,5,2022,Northeast,220755,26.2006,92.9376
Bihar,Madhubani Painting,55068,5,2022,East,92523,25.0961,85.3131
Chhattisgarh,Godna Art,35921,5,2022,Central,50906,21.2787,81.8661
Goa,Fugdi Dance,55997,5,2022,West,23904,15.2993,74.124
Gujarat,Rogan Art,31825,5,2022,West,24270,22.2587,71.1924
Haryana,Embroidery Craft,77057,5,2022,North,65490,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,180804,5,2022,North,338766,31.1048,77.1734
Jharkhand,Sohrai Painting,60438,5,2022,East,87014,23.6102,85.2799
Karnataka,Yakshagana,107411,5,2022,South,69196,15.3173,75.7139
Kerala,Mohiniyattam,112107,5,2022,South,120553,10.8505,76.2711
Madhya Pradesh,Gond Art,42315,5,2022,Central,53368,23.4733,77.947
Maharashtra,Lavani Dance,93041,5,2022,West,158983,19.7515,75.7139
Manipur,Longpi Pottery,95922,5,2022,Northeast,56129,24.6637,93.9063
Meghalaya,Nongkrem Dance,54956,5,2022,Northeast,29435,25.467,91.3662
Mizoram,Puanchei Textiles,35207,5,2022,Northeast,41211,23.1645,92.9376
Nagaland,Hornbill Festival Dances,52190,5,2022,Northeast,41468,26.1584,94.5624
Odisha,Odissi Dance,96222,5,2022,East,146812,20.9517,85.0985
Punjab,Jutti Making,113586,5,2022,North,88537,31.1471,75.3412
Rajasthan,Miniature Painting,188142,5,2022,North,75160,27.0238,74.2179
Sikkim,Carpet Weaving,84001,5,2022,Northeast,122949,27.533,88.5122
Tamil Nadu,Tanjore Painting,55990,5,2022,South,56830,11.1271,78.6569
Telangana,Perini Shivatandavam,77123,5,2022,South,143658,18.1124,79.0193
Tripura,Risa Textile Weaving,50538,5,2022,Northeast,79232,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,225504,5,2022,North,232974,26.8467,80.9462
Uttarakhand,Ringal Craft,82054,5,2022,North,163982,30.0668,79.0193
West Bengal,Patachitra,88720,5,2022,East,136204,22.9868,87.855
Delhi,Zardozi Work,137469,5,2022,North,281062,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,143530,5,2022,North,112830,33.7782,76.5762
Andhra Pradesh,Kalamkari,45672,6,2022,South,51395,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,90582,6,2022,Northeast,80342,28.218,94.7278
Assam,Bihu Dance,167101,6,2022,Northeast,111588,26.2006,92.9376
Bihar,Manjusha Art,20295,6,2022,East,36698,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,19845,6,2022,Central,25433,21.2787,81.8661
Goa,Fugdi Dance,44009,6,2022,West,79481,15.2993,74.124
Gujarat,Patola Weaving,23468,6,2022,West,52941,22.2587,71.1924
Haryana,Phag Dance,113974,6,2022,North,107289,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,173729,6,2022,North,91954,31.1048,77.1734
Jharkhand,Chhau Dance,29194,6,2022,East,39755,23.6102,85.2799
Karnataka,Yakshagana,73792,6,2022,South,56371,15.3173,75.7139
Kerala,Aranmula Kannadi,134862,6,2022,South,141304,10.8505,76.2711
Madhya Pradesh,Bagh Print,56289,6,2022,Central,66469,23.4733,77.947
Maharashtra,Lavani Dance,58955,6,2022,West,43634,19.7515,75.7139
Manipur,Manipuri Dance,93167,6,2022,Northeast,83377,24.6637,93.9063
Meghalaya,Nongkrem Dance,64466,6,2022,Northeast,42194,25.467,91.3662
Mizoram,Cheraw Dance,73838,6,2022,Northeast,54731,23.1645,92.9376
Nagaland,Wood Carving,99566,6,2022,Northeast,114693,26.1584,94.5624
Odisha,Pattachitra,79423,6,2022,East,44189,20.9517,85.0985
Punjab,Bhangra,117401,6,2022,North,238508,31.1471,75.3412
Rajasthan,Ghoomar Dance,97894,6,2022,North,72711,27.0238,74.2179
Sikkim,Mask Dance,164941,6,2022,Northeast,175930,27.533,88.5122
Tamil Nadu,Stone Carving,123370,6,2022,South,247995,11.1271,78.6569
Telangana,Perini Shivatandavam,101157,6,2022,South,126944,18.1124,79.0193
Tripura,Risa Textile Weaving,54377,6,2022,Northeast,32738,23.9408,91.9882
Uttar Pradesh,Kathak Dance,183276,6,2022,North,147731,26.8467,80.9462
Uttarakhand,Choliya Dance,117373,6,2022,North,97340,30.0668,79.0193
West Bengal,Durga Puja Art,87869,6,2022,East,108786,22.9868,87.855
Delhi,Meenakari Craft,306178,6,2022,North,582386,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,248009,6,2022,North,267834,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,63568,7,2022,South,33330,15.9129,79.74
Arunachal Pradesh,Monpa Mask,65062,7,2022,Northeast,50705,28.218,94.7278
Assam,Assam Silk Weaving,81333,7,2022,Northeast,169969,26.2006,92.9376
Bihar,Sujni Embroidery,80122,7,2022,East,57674,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,51161,7,2022,Central,30876,21.2787,81.8661
Goa,Goan Lacework,78855,7,2022,West,86101,15.2993,74.124
Gujarat,Rogan Art,84612,7,2022,West,87702,22.2587,71.1924
Haryana,Embroidery Craft,49966,7,2022,North,39489,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,103337,7,2022,North,173928,31.1048,77.1734
Jharkhand,Chhau Dance,61900,7,2022,East,103248,23.6102,85.2799
Karnataka,Mysore Painting,132140,7,2022,South,181801,15.3173,75.7139
Kerala,Kathakali,141967,7,2022,South,88071,10.8505,76.2711
Madhya Pradesh,Gond Art,167172,7,2022,Central,254229,23.4733,77.947
Maharashtra,Lavani Dance,43999,7,2022,West,83613,19.7515,75.7139
Manipur,Phanek Weaving,105963,7,2022,Northeast,136571,24.6637,93.9063
Meghalaya,Nongkrem Dance,106927,7,2022,Northeast,200277,25.467,91.3662
Mizoram,Cheraw Dance,41584,7,2022,Northeast,36640,23.1645,92.9376
Nagaland,Hornbill Festival Dances,70470,7,2022,Northeast,37080,26.1584,94.5624
Odisha,Odissi Dance,58012,7,2022,East,84864,20.9517,85.0985
Punjab,Jutti Making,55342,7,2022,North,80564,31.1471,75.3412
Rajasthan,Ghoomar Dance,67145,7,2022,North,82920,27.0238,74.2179
Sikkim,Carpet Weaving,72873,7,2022,Northeast,85502,27.533,88.5122
Tamil Nadu,Stone Carving,103918,7,2022,South,145447,11.1271,78.6569
Telangana,Perini Shivatandavam,151683,7,2022,South,343681,18.1124,79.0193
Tripura,Risa Textile Weaving,41483,7,2022,Northeast,36260,23.9408,91.9882
Uttar Pradesh,Kathak Dance,114766,7,2022,North,260909,26.8467,80.9462
Uttarakhand,Aipan Art,105760,7,2022,North,48232,30.0668,79.0193
West Bengal,Patachitra,75112,7,2022,East,87969,22.9868,87.855
Delhi,Zardozi Work,91234,7,2022,North,190944,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,35191,7,2022,North,13429,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,129645,8,2022,South,147027,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,36121,8,2022,Northeast,51489,28.218,94.7278
Assam,Bihu Dance,60273,8,2022,Northeast,40696,26.2006,92.9376
Bihar,Madhubani Painting,81541,8,2022,East,61689,25.0961,85.3131
Chhattisgarh,Godna Art,107297,8,2022,Central,53030,21.2787,81.8661
Goa,Dekni Dance,191581,8,2022,West,382351,15.2993,74.124
Gujarat,Rogan Art,221349,8,2022,West,244885,22.2587,71.1924
Haryana,Phag Dance,33799,8,2022,North,25312,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,80832,8,2022,North,168506,31.1048,77.1734
Jharkhand,Dokra Metal Craft,124856,8,2022,East,206926,23.6102,85.2799
Karnataka,Yakshagana,172672,8,2022,South,236025,15.3173,75.7139
Kerala,Kathakali,150645,8,2022,South,168865,10.8505,76.2711
Madhya Pradesh,Bagh Print,77439,8,2022,Central,60048,23.4733,77.947
Maharashtra,Warli Painting,201571,8,2022,West,309584,19.7515,75.7139
Manipur,Phanek Weaving,59990,8,2022,Northeast,97668,24.6637,93.9063
Meghalaya,Bamboo Craft,44417,8,2022,Northeast,68555,25.467,91.3662
Mizoram,Puanchei Textiles,29110,8,2022,Northeast,21500,23.1645,92.9376
Nagaland,Naga Shawl Weaving,74139,8,2022,Northeast,55736,26.1584,94.5624
Odisha,Odissi Dance,65681,8,2022,East,102112,20.9517,85.0985
Punjab,Bhangra,16243,8,2022,North,14924,31.1471,75.3412
Rajasthan,Ghoomar Dance,89386,8,2022,North,113760,27.0238,74.2179
Sikkim,Thangka Painting,61678,8,2022,Northeast,33034,27.533,88.5122
Tamil Nadu,Tanjore Painting,137770,8,2022,South,190142,11.1271,78.6569
Telangana,Bidri Craft,137185,8,2022,South,85655,18.1124,79.0193
Tripura,Hojagiri Dance,39143,8,2022,Northeast,78391,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,30518,8,2022,North,35140,26.8467,80.9462
Uttarakhand,Ringal Craft,21992,8,2022,North,39829,30.0668,79.0193
West Bengal,Durga Puja Art,204812,8,2022,East,137004,22.9868,87.855
Delhi,Zardozi Work,39229,8,2022,North,67461,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,29503,8,2022,North,23417,33.7782,76.5762
Andhra Pradesh,Kalamkari,72225,9,2022,South,78191,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,45838,9,2022,Northeast,39464,28.218,94.7278
Assam,Bihu Dance,66494,9,2022,Northeast,30273,26.2006,92.9376
Bihar,Madhubani Painting,77256,9,2022,East,36633,25.0961,85.3131
Chhattisgarh,Panthi Dance,99698,9,2022,Central,74988,21.2787,81.8661
Goa,Fugdi Dance,124130,9,2022,West,177764,15.2993,74.124
Gujarat,Patola Weaving,189280,9,2022,West,183787,22.2587,71.1924
Haryana,Charpai Weaving,67924,9,2022,North,135345,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,163754,9,2022,North,240827,31.1048,77.1734
Jharkhand,Sohrai Painting,87987,9,2022,East,150868,23.6102,85.2799
Karnataka,Bidri Ware,95945,9,2022,South,221712,15.3173,75.7139
Kerala,Kathakali,248037,9,2022,South,565461,10.8505,76.2711
Madhya Pradesh,Bagh Print,108830,9,2022,Central,78259,23.4733,77.947
Maharashtra,Lavani Dance,145649,9,2022,West,173667,19.7515,75.7139
Manipur,Manipuri Dance,37315,9,2022,Northeast,22653,24.6637,93.9063
Meghalaya,Nongkrem Dance,43817,9,2022,Northeast,50182,25.467,91.3662
Mizoram,Puanchei Textiles,46633,9,2022,Northeast,43641,23.1645,92.9376
Nagaland,Hornbill Festival Dances,40860,9,2022,Northeast,48128,26.1584,94.5624
Odisha,Odissi Dance,75496,9,2022,East,23519,20.9517,85.0985
Punjab,Jutti Making,56613,9,2022,North,96963,31.1471,75.3412
Rajasthan,Ghoomar Dance,76785,9,2022,North,78835,27.0238,74.2179
Sikkim,Mask Dance,69573,9,2022,Northeast,70403,27.533,88.5122
Tamil Nadu,Tanjore Painting,202083,9,2022,South,101590,11.1271,78.6569
Telangana,Bidri Craft,187798,9,2022,South,137230,18.1124,79.0193
Tripura,Risa Textile Weaving,34132,9,2022,Northeast,22466,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,130583,9,2022,North,213049,26.8467,80.9462
Uttarakhand,Choliya Dance,68661,9,2022,North,63294,30.0668,79.0193
West Bengal,Durga Puja Art,181660,9,2022,East,230816,22.9868,87.855
Delhi,Meenakari Craft,77900,9,2022,North,82628,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,72852,9,2022,North,51315,33.7782,76.5762
Andhra Pradesh,Kuchipudi,106355,10,2022,South,152420,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,137584,10,2022,Northeast,276502,28.218,94.7278
Assam,Assam Silk Weaving,93744,10,2022,Northeast,63710,26.2006,92.9376
Bihar,Manjusha Art,140419,10,2022,East,220465,25.0961,85.3131
Chhattisgarh,Godna Art,98993,10,2022,Central,136228,21.2787,81.8661
Goa,Fugdi Dance,175171,10,2022,West,385009,15.2993,74.124
Gujarat,Garba,137617,10,2022,West,83777,22.2587,71.1924
Haryana,Embroidery Craft,88684,10,2022,North,176177,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,77527,10,2022,North,133196,31.1048,77.1734
Jharkhand,Dokra Metal Craft,95976,10,2022,East,126329,23.6102,85.2799
Karnataka,Yakshagana,158638,10,2022,South,156271,15.3173,75.7139
Kerala,Mohiniyattam,234993,10,2022,South,354297,10.8505,76.2711
Madhya Pradesh,Bagh Print,85479,10,2022,Central,61479,23.4733,77.947
Maharashtra,Lavani Dance,117116,10,2022,West,79615,19.7515,75.7139
Manipur,Phanek Weaving,43260,10,2022,Northeast,83938,24.6637,93.9063
Meghalaya,Garo Wangala Dance,87047,10,2022,Northeast,237195,25.467,91.3662
Mizoram,Puanchei Textiles,67908,10,2022,Northeast,59833,23.1645,92.9376
Nagaland,Wood Carving,41076,10,2022,Northeast,46409,26.1584,94.5624
Odisha,Applique Work,133123,10,2022,East,143834,20.9517,85.0985
Punjab,Bhangra,51008,10,2022,North,24160,31.1471,75.3412
Rajasthan,Blue Pottery,88029,10,2022,North,46810,27.0238,74.2179
Sikkim,Thangka Painting,63200,10,2022,Northeast,34748,27.533,88.5122
Tamil Nadu,Bharatanatyam,196658,10,2022,South,336958,11.1271,78.6569
Telangana,Bidri Craft,157997,10,2022,South,192766,18.1124,79.0193
Tripura,Risa Textile Weaving,65533,10,2022,Northeast,38400,23.9408,91.9882
Uttar Pradesh,Kathak Dance,104380,10,2022,North,155342,26.8467,80.9462
Uttarakhand,Ringal Craft,126141,10,2022,North,139520,30.0668,79.0193
West Bengal,Durga Puja Art,132953,10,2022,East,194624,22.9868,87.855
Delhi,Kathak Dance,160423,10,2022,North,238979,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,77308,10,2022,North,125308,33.7782,76.5762
Andhra Pradesh,Kuchipudi,149705,11,2022,South,178962,15.9129,79.74
Arunachal Pradesh,Monpa Mask,83225,11,2022,Northeast,101554,28.218,94.7278
Assam,Sattriya Dance,86165,11,2022,Northeast,119155,26.2006,92.9376
Bihar,Sujni Embroidery,83903,11,2022,East,161346,25.0961,85.3131
Chhattisgarh,Godna Art,32337,11,2022,Central,24153,21.2787,81.8661
Goa,Fugdi Dance,67436,11,2022,West,108542,15.2993,74.124
Gujarat,Garba,191408,11,2022,West,96944,22.2587,71.1924
Haryana,Embroidery Craft,94731,11,2022,North,74456,29.0588,76.0856
Himachal Pradesh,Kangra Painting,148158,11,2022,North,116087,31.1048,77.1734
Jharkhand,Dokra Metal Craft,56801,11,2022,East,53658,23.6102,85.2799
Karnataka,Mysore Painting,102896,11,2022,South,50176,15.3173,75.7139
Kerala,Aranmula Kannadi,164122,11,2022,South,137204,10.8505,76.2711
Madhya Pradesh,Bagh Print,55088,11,2022,Central,124719,23.4733,77.947
Maharashtra,Lavani Dance,127916,11,2022,West,357687,19.7515,75.7139
Manipur,Phanek Weaving,23214,11,2022,Northeast,36609,24.6637,93.9063
Meghalaya,Bamboo Craft,49657,11,2022,Northeast,75314,25.467,91.3662
Mizoram,Puanchei Textiles,47213,11,2022,Northeast,66700,23.1645,92.9376
Nagaland,Naga Shawl Weaving,36560,11,2022,Northeast,27293,26.1584,94.5624
Odisha,Applique Work,114373,11,2022,East,109148,20.9517,85.0985
Punjab,Jutti Making,239795,11,2022,North,145495,31.1471,75.3412
Rajasthan,Ghoomar Dance,226606,11,2022,North,201600,27.0238,74.2179
Sikkim,Thangka Painting,62879,11,2022,Northeast,91553,27.533,88.5122
Tamil Nadu,Stone Carving,190294,11,2022,South,238924,11.1271,78.6569
Telangana,Perini Shivatandavam,119059,11,2022,South,262207,18.1124,79.0193
Tripura,Hojagiri Dance,45990,11,2022,Northeast,38065,23.9408,91.9882
Uttar Pradesh,Kathak Dance,188538,11,2022,North,520495,26.8467,80.9462
Uttarakhand,Aipan Art,169144,11,2022,North,321696,30.0668,79.0193
West Bengal,Kantha Stitch,153513,11,2022,East,79102,22.9868,87.855
Delhi,Kathak Dance,141295,11,2022,North,158692,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,182406,11,2022,North,237106,33.7782,76.5762
Andhra Pradesh,Kalamkari,141798,12,2022,South,328518,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,73108,12,2022,Northeast,140958,28.218,94.7278
Assam,Sattriya Dance,120397,12,2022,Northeast,248455,26.2006,92.9376
Bihar,Sujni Embroidery,100993,12,2022,East,102646,25.0961,85.3131
Chhattisgarh,Panthi Dance,115914,12,2022,Central,167732,21.2787,81.8661
Goa,Dekni Dance,127708,12,2022,West,220033,15.2993,74.124
Gujarat,Rogan Art,143161,12,2022,West,214546,22.2587,71.1924
Haryana,Embroidery Craft,116046,12,2022,North,210523,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,164564,12,2022,North,159995,31.1048,77.1734
Jharkhand,Sohrai Painting,98899,12,2022,East,140382,23.6102,85.2799
Karnataka,Yakshagana,216387,12,2022,South,430072,15.3173,75.7139
Kerala,Aranmula Kannadi,157006,12,2022,South,218351,10.8505,76.2711
Madhya Pradesh,Gond Art,186950,12,2022,Central,197805,23.4733,77.947
Maharashtra,Warli Painting,112559,12,2022,West,187862,19.7515,75.7139
Manipur,Manipuri Dance,49861,12,2022,Northeast,109378,24.6637,93.9063
Meghalaya,Bamboo Craft,40409,12,2022,Northeast,54384,25.467,91.3662
Mizoram,Cheraw Dance,31054,12,2022,Northeast,56175,23.1645,92.9376
Nagaland,Hornbill Festival Dances,44576,12,2022,Northeast,46473,26.1584,94.5624
